City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
383,Kyra,RU,2022-08-06 16:37:10,49.5776,111.9753,46.72,87,67,6.46
384,Comarapa,BO,2022-08-06 16:37:10,-17.9,-64.4833,62.67,72,100,7.54
385,Hofn,IS,2022-08-06 16:37:10,64.2539,-15.2082,53.96,89,100,4.99
386,Broken Hill,AU,2022-08-06 16:37:11,-31.95,141.4333,43.54,79,19,9.1
387,Flers,FR,2022-08-06 16:37:11,48.7372,-0.5747,70.05,33,13,12.28
388,Airai,TL,2022-08-06 16:37:11,-8.9266,125.4092,58.1,95,93,2.62
389,Pasighat,IN,2022-08-06 16:37:12,28.0667,95.3333,81.66,84,88,3.04
390,Urmary,RU,2022-08-06 16:33:15,55.6789,47.944,68.31,68,37,3.78
391,Puerto Carreno,CO,2022-08-06 16:34:12,6.189,-67.4859,84.18,70,20,5.75
392,Ialibu,PG,2022-08-06 16:37:12,-6.2821,143.9935,55.89,96,100,1.74
393,Sorland,NO,2022-08-06 16:37:13,67.667,12.6934,53.46,81,96,16.22
394,Ndjole,GA,2022-08-06 16:37:13,-0.1783,10.7649,87.91,44,65,2.46
395,Totness,SR,2022-08-06 16:37:13,5.8833,-56.3167,87.26,60,91,7.23
396,Nokha,IN,2022-08-06 16:37:14,27.6,73.4167,91.33,52,61,4.36
397,Aberdeen,GB,2022-08-06 16:37:14,57.1437,-2.0981,64.89,63,100,9.22
398,Sungaipenuh,ID,2022-08-06 16:37:14,-2.0833,101.3833,63.03,97,29,1.57
399,Carballo,ES,2022-08-06 16:37:15,43.213,-8.691,87.22,72,32,11.65
400,Okha,RU,2022-08-06 16:37:15,53.5739,142.9478,53.85,97,100,21.16
401,Pucallpa,PE,2022-08-06 16:37:16,-8.3791,-74.5539,77.04,94,75,2.3
402,Rengali,IN,2022-08-06 16:37:16,21.6333,84.05,78.98,88,100,5.01
403,Leningradskiy,RU,2022-08-06 16:38:16,69.3833,178.4167,37.08,91,99,1.07
404,Bosobolo,CD,2022-08-06 16:38:17,4.1833,19.9,73.58,91,88,2.01
405,Livingston,GB,2022-08-06 16:37:19,55.9029,-3.5226,66.2,55,40,17.27
406,Belen,TR,2022-08-06 16:38:17,36.4891,36.2233,77.14,65,0,20.71
407,Tabou,CI,2022-08-06 16:38:17,4.423,-7.3528,77.59,64,33,7.76
408,Puerto El Triunfo,SV,2022-08-06 16:38:18,13.2833,-88.55,86.86,58,69,6.13
409,Ulaangom,MN,2022-08-06 16:38:18,49.9811,92.0667,58.89,44,1,1.03
410,Usinsk,RU,2022-08-06 16:38:19,65.9939,57.5281,70.47,55,31,9.04
411,Igrim,RU,2022-08-06 16:38:19,63.1906,64.4162,66.85,70,96,2.39
412,Kiunga,PG,2022-08-06 16:38:19,-6.1219,141.2906,72.79,99,100,1.12
413,Agadez,NE,2022-08-06 16:38:20,19.75,10.25,104.83,10,6,9.28
414,Kizilskoye,RU,2022-08-06 16:38:20,52.7255,58.8937,67.73,55,2,6.38
415,Scalea,IT,2022-08-06 16:38:20,39.813,15.7956,81.41,76,27,2.82
416,Kendari,ID,2022-08-06 16:38:21,-3.945,122.4989,73.45,97,100,2.24
417,Borgarnes,IS,2022-08-06 16:38:21,64.5383,-21.9206,61.81,79,95,6.24
418,Port Lincoln,AU,2022-08-06 16:36:12,-34.7333,135.8667,52.32,73,14,9.51
419,Bubaque,GW,2022-08-06 16:38:21,11.2833,-15.8333,79.83,79,100,9.69
420,Purna,IN,2022-08-06 16:38:22,19.1833,77.05,77.85,85,94,8.48
421,Launceston,AU,2022-08-06 16:38:22,-41.45,147.1667,41.61,85,20,10.36
422,Inverell,AU,2022-08-06 16:38:22,-29.7833,151.1167,43.16,80,4,1.01
423,Dillon,US,2022-08-06 16:38:23,34.4166,-79.3712,92.03,39,57,7.18
424,Flin Flon,CA,2022-08-06 16:38:23,54.7682,-101.865,62.44,55,20,8.05
425,Suba,PH,2022-08-06 16:38:23,10.8438,121.0102,79.07,88,100,20.51
426,Ust-Kulom,RU,2022-08-06 16:38:24,61.6864,53.6902,69.76,67,27,2.26
427,Kortkeros,RU,2022-08-06 16:38:24,61.8106,51.5806,77.0,67,25,3.6
428,Nome,US,2022-08-06 16:37:09,64.5011,-165.4064,42.17,81,75,8.05
429,Lambarene,GA,2022-08-06 16:38:25,-0.7001,10.2406,86.18,48,55,6.04
430,Goderich,CA,2022-08-06 16:38:25,43.7501,-81.7165,81.91,78,10,11.5
431,Forest Grove,US,2022-08-06 16:35:52,45.5198,-123.1107,72.32,63,0,3.0
432,Muzaffarabad,PK,2022-08-06 16:38:26,34.37,73.4711,76.86,90,82,2.55
433,Balkhash,KZ,2022-08-06 16:38:26,46.844,74.9804,77.25,32,4,18.59
434,Arman,RU,2022-08-06 16:38:27,59.7,150.1667,53.08,96,64,0.81
435,Cizre,TR,2022-08-06 16:38:27,37.3272,42.1903,106.81,20,0,13.8
436,Auki,SB,2022-08-06 16:38:27,-8.7676,160.7034,76.12,88,84,4.61
437,Matiguas,NI,2022-08-06 16:38:27,12.8373,-85.4622,80.26,73,97,9.71
438,Port Blair,IN,2022-08-06 16:38:28,11.6667,92.75,81.12,83,100,20.69
439,Nabire,ID,2022-08-06 16:38:28,-3.3667,135.4833,75.27,94,100,5.32
440,Cacu,BR,2022-08-06 16:38:28,-18.5567,-51.1308,94.35,16,9,8.52
441,Bucerias,MX,2022-08-06 16:38:29,20.75,-105.3333,87.98,74,100,3.44
442,Kyakhta,RU,2022-08-06 16:38:29,50.3508,106.4494,47.1,77,48,1.88
443,Bridlington,GB,2022-08-06 16:38:29,54.0831,-0.1919,70.9,64,88,7.99
444,Yairipok,IN,2022-08-06 16:38:30,24.6667,94.0667,70.11,98,27,1.74
445,Chokurdakh,RU,2022-08-06 16:38:30,70.6333,147.9167,35.76,94,100,7.99
446,White Rock,CA,2022-08-06 16:35:00,49.0164,-122.8026,73.74,69,4,2.3
447,Yulara,AU,2022-08-06 16:38:30,-25.2406,130.9889,49.12,44,0,9.26
448,Susehri,TR,2022-08-06 16:39:31,40.1644,38.0867,70.05,61,0,6.17
449,Itaituba,BR,2022-08-06 16:39:31,-4.2761,-55.9836,93.36,55,40,5.75
450,Klyuchi,RU,2022-08-06 16:39:31,52.2667,79.1667,67.26,43,3,7.96
451,Hami,CN,2022-08-06 16:39:09,42.8,93.45,89.56,12,21,16.87
452,Yakeshi,CN,2022-08-06 16:39:32,49.2833,120.7333,53.73,79,94,4.32
453,Avanigadda,IN,2022-08-06 16:39:32,16.0215,80.9181,79.95,83,100,9.82
454,Tiarei,PF,2022-08-06 16:39:32,-17.5333,-149.3333,71.62,79,68,25.95
455,Severnyy,RU,2022-08-06 16:39:33,50.677,36.5532,82.44,39,0,6.71
456,Nantucket,US,2022-08-06 16:38:54,41.2835,-70.0995,87.91,89,100,9.22
457,Agadir,MA,2022-08-06 16:39:33,30.4202,-9.5982,86.45,38,26,7.47
458,Tsiroanomandidy,MG,2022-08-06 16:39:33,-18.7667,46.0333,63.66,41,0,4.0
459,Clyde River,CA,2022-08-06 16:39:34,70.4692,-68.5914,43.03,81,100,18.41
460,Apac,UG,2022-08-06 16:39:34,1.9756,32.5386,71.62,64,78,4.0
461,Huaihua,CN,2022-08-06 16:39:34,27.5494,109.9592,76.8,86,8,3.94
462,Jacareacanga,BR,2022-08-06 16:39:35,-6.2222,-57.7528,99.57,29,16,4.72
463,Kavaratti,IN,2022-08-06 16:39:35,10.5669,72.642,80.62,85,61,21.23
464,Ponta Delgada,PT,2022-08-06 16:39:35,37.7333,-25.6667,75.92,83,75,9.22
465,Nyuksenitsa,RU,2022-08-06 16:39:35,60.4128,44.2397,72.48,63,45,4.54
466,Palafrugell,ES,2022-08-06 16:39:36,41.9174,3.1631,90.36,54,45,5.01
467,Florence,IT,2022-08-06 16:38:45,43.7667,11.25,98.35,33,20,9.22
468,Ponoka,CA,2022-08-06 16:39:36,52.6768,-113.5815,61.88,68,1,13.38
469,Khandyga,RU,2022-08-06 16:39:36,62.6667,135.6,63.97,62,100,4.29
470,Kemijarvi,FI,2022-08-06 16:39:37,66.7131,27.4306,61.03,95,100,7.94
471,Price,US,2022-08-06 16:39:37,39.5994,-110.8107,81.12,41,0,8.05
472,Sao Sebastiao Do Passe,BR,2022-08-06 16:39:37,-12.5125,-38.4953,81.95,75,86,6.49
473,Ondjiva,AO,2022-08-06 16:39:38,-17.0667,15.7333,75.9,16,1,4.79
474,Bandarban,BD,2022-08-06 16:39:38,22.1965,92.2262,80.31,98,71,2.19
475,Trelew,AR,2022-08-06 16:39:38,-43.249,-65.3051,47.26,63,100,11.61
476,Mogocha,RU,2022-08-06 16:35:16,53.7333,119.7667,54.32,68,43,2.3
477,Husavik,IS,2022-08-06 16:39:39,66.0449,-17.3389,54.05,73,79,2.98
478,Siilinjarvi,FI,2022-08-06 16:39:39,63.0833,27.6667,66.22,55,40,14.97
479,Naze,JP,2022-08-06 16:39:39,28.3667,129.4833,77.92,83,0,4.94
480,Orocue,CO,2022-08-06 16:39:39,4.7912,-71.3354,73.4,96,100,5.46
481,Paracuru,BR,2022-08-06 16:39:40,-3.41,-39.0306,81.1,55,13,16.46
482,Kununurra,AU,2022-08-06 16:35:44,-15.7667,128.7333,66.18,77,3,0.0
483,Teluk Intan,MY,2022-08-06 16:39:40,4.0259,101.0213,80.62,81,99,3.29
484,Kaseda,JP,2022-08-06 16:39:40,31.4167,130.3167,81.84,85,8,4.36
485,Yar-Sale,RU,2022-08-06 16:39:41,66.8333,70.8333,55.67,82,93,6.2
486,Kutum,SD,2022-08-06 16:39:41,14.2,24.6667,82.69,45,89,10.8
487,Vila Velha,BR,2022-08-06 16:39:41,-20.3297,-40.2925,80.55,67,20,17.27
488,Sur,OM,2022-08-06 16:39:42,22.5667,59.5289,86.45,71,66,1.88
489,Sabzevar,IR,2022-08-06 16:39:42,36.2126,57.6819,90.68,18,0,9.22
490,Ust-Barguzin,RU,2022-08-06 16:39:42,53.45,108.9833,50.47,85,92,5.23
491,Ostrovnoy,RU,2022-08-06 16:39:42,68.0531,39.5131,69.76,68,100,18.72
492,Tari,NG,2022-08-06 16:39:43,12.4086,4.4914,90.88,47,97,4.16
493,Quelimane,MZ,2022-08-06 16:39:43,-17.8786,36.8883,73.35,73,20,3.44
494,Faanui,PF,2022-08-06 16:40:43,-16.4833,-151.75,77.9,76,71,24.7
495,Makakilo City,US,2022-08-06 16:40:43,21.3469,-158.0858,76.01,80,0,4.61
496,Verkhoyansk,RU,2022-08-06 16:40:44,67.5447,133.385,49.84,95,100,3.09
497,Falesti,MD,2022-08-06 16:40:44,47.5736,27.7092,85.86,45,86,4.38
498,Weihai,CN,2022-08-06 16:40:44,37.5017,122.1136,80.82,88,55,10.18
499,Kungurtug,RU,2022-08-06 16:40:45,50.5994,97.5228,43.02,68,2,0.67
500,Mariani,IN,2022-08-06 16:40:45,26.6667,94.3333,80.55,90,96,2.55
501,Douglas,US,2022-08-06 16:40:45,41.3,-96.167,95.61,54,0,11.5
502,Osypenko,UA,2022-08-06 16:40:46,46.9136,36.8253,81.45,44,35,7.7
503,Dwarka,IN,2022-08-06 16:40:46,22.2394,68.9678,82.22,81,53,9.84
504,Quepos,CR,2022-08-06 16:40:46,9.4236,-84.1652,82.17,77,23,5.01
505,Bocas Del Toro,PA,2022-08-06 16:40:46,9.3333,-82.25,81.66,76,100,13.67
506,Cayenne,GF,2022-08-06 16:40:47,4.9333,-52.3333,89.64,27,75,9.22
507,Shache,CN,2022-08-06 16:40:47,38.4167,77.2406,67.93,69,83,4.59
508,Berlevag,NO,2022-08-06 16:40:47,70.8578,29.0864,57.2,76,75,13.8
509,Miri,MY,2022-08-06 16:38:16,4.4148,114.0089,78.94,89,20,3.44
510,Sao Felix Do Xingu,BR,2022-08-06 16:40:48,-6.6447,-51.995,91.02,45,72,3.76
511,Leh,IN,2022-08-06 16:40:48,34.1667,77.5833,66.99,47,64,6.49
512,Koumac,NC,2022-08-06 16:40:48,-20.5667,164.2833,73.96,84,70,3.11
513,Talea,RO,2022-08-06 16:40:48,45.2167,25.55,68.29,67,53,5.39
514,Ovruch,UA,2022-08-06 16:40:49,51.3246,28.8035,75.06,58,75,4.85
515,Merauke,ID,2022-08-06 16:40:49,-8.4667,140.3333,75.72,93,100,8.9
516,Talcahuano,CL,2022-08-06 16:40:49,-36.7167,-73.1167,51.48,93,100,6.91
517,Mahibadhoo,MV,2022-08-06 16:40:50,3.7833,72.9667,81.82,79,92,14.36
518,Gushikawa,JP,2022-08-06 16:40:50,26.3544,127.8686,81.63,89,0,0.0
519,Toledo,ES,2022-08-06 16:40:50,39.8333,-4.0,101.1,14,19,3.6
520,Vasto,IT,2022-08-06 16:40:51,42.1243,14.7059,93.47,48,0,6.04
521,Ilebo,CD,2022-08-06 16:40:51,-4.3167,20.5833,85.98,26,65,0.47
522,Midleton,IE,2022-08-06 16:40:51,51.9153,-8.1805,65.98,71,80,6.15
523,Gunnedah,AU,2022-08-06 16:40:52,-30.9833,150.25,43.95,80,7,4.21
524,Kenora,CA,2022-08-06 16:37:30,49.8167,-94.4337,61.77,59,40,11.5
525,Luanda,AO,2022-08-06 16:37:43,-8.8368,13.2343,68.2,80,1,14.47
526,Tigil,RU,2022-08-06 16:40:52,57.8,158.6667,48.22,93,35,1.74
527,Gallup,US,2022-08-06 16:40:52,35.5281,-108.7426,78.03,44,0,3.44
528,Aklavik,CA,2022-08-06 16:40:53,68.2191,-135.0107,55.4,94,100,8.05
529,Novyy Urengoy,RU,2022-08-06 16:40:53,66.0833,76.6333,60.21,73,52,11.54
530,Maxixe,MZ,2022-08-06 16:40:53,-23.8597,35.3472,73.22,78,20,6.91
531,Mayumba,GA,2022-08-06 16:40:53,-3.432,10.6554,70.0,80,24,7.54
532,Namibe,AO,2022-08-06 16:40:54,-15.1961,12.1522,63.91,82,53,8.32
533,Ouesso,CG,2022-08-06 16:40:54,1.6136,16.0517,77.25,75,97,1.34
534,Bambanglipuro,ID,2022-08-06 16:40:54,-7.95,110.2833,75.69,87,100,9.35
535,Santa Cruz Del Norte,CU,2022-08-06 16:40:55,23.1539,-81.9236,85.12,70,57,18.07
536,Pemberton,CA,2022-08-06 16:40:55,50.3164,-122.8027,72.21,46,6,0.89
537,Moose Factory,CA,2022-08-06 16:40:55,51.2585,-80.6094,73.4,78,100,18.41
538,Rizhao,CN,2022-08-06 16:40:55,35.4275,119.4553,82.85,86,24,5.57
539,Aguimes,ES,2022-08-06 16:40:56,27.9054,-15.4461,78.66,67,20,34.52
540,Samokov,BG,2022-08-06 16:40:56,42.3333,23.55,81.1,57,70,2.15
541,Saint-Avold,FR,2022-08-06 16:40:56,49.1027,6.7006,79.48,32,0,11.54
542,Arnedo,ES,2022-08-06 16:40:57,42.2167,-2.1,85.5,40,47,7.9
543,Noshiro,JP,2022-08-06 16:41:57,40.2039,140.0242,71.83,88,21,6.04
544,Fenoarivo,MG,2022-08-06 16:41:57,-18.933,47.4354,59.07,72,20,6.91
545,Camana,PE,2022-08-06 16:41:58,-16.6228,-72.7111,64.63,73,78,10.36
546,Mandera,KE,2022-08-06 16:41:58,3.9366,41.867,84.94,33,23,14.18
547,Marshall,US,2022-08-06 16:41:58,34.3834,-86.3333,92.07,60,78,4.07
548,Te Anau,NZ,2022-08-06 16:41:59,-45.4167,167.7167,42.39,94,94,0.13
549,Mandalgovi,MN,2022-08-06 16:41:59,45.7625,106.2708,58.55,63,95,20.07
550,Santa Rosa,PH,2022-08-06 16:41:59,14.3122,121.1114,78.78,93,100,4.25
551,Baghdad,IQ,2022-08-06 16:42:00,33.3406,44.4009,112.91,17,7,9.22
552,Warrnambool,AU,2022-08-06 16:42:00,-38.3833,142.4833,49.66,72,92,7.05
553,Mocuba,MZ,2022-08-06 16:42:00,-16.8392,36.9856,67.96,77,0,6.85
554,Iguguno,TZ,2022-08-06 16:42:00,-4.5697,34.6275,71.26,37,76,7.61
555,Ramshir,IR,2022-08-06 16:42:01,30.8946,49.4092,103.86,32,0,10.45
556,Mukhtolovo,RU,2022-08-06 16:42:01,55.4644,43.1953,71.98,59,76,4.83
557,Kralendijk,BQ,2022-08-06 16:42:01,12.15,-68.2667,89.58,66,75,24.16
558,Iqaluit,CA,2022-08-06 16:42:02,63.7506,-68.5145,58.73,79,40,13.8
559,Cordoba,AR,2022-08-06 16:39:04,-31.4135,-64.1811,61.23,44,0,12.66
560,Fairview,US,2022-08-06 16:42:02,40.8126,-73.999,92.79,56,40,12.66
561,Port-Gentil,GA,2022-08-06 16:42:03,-0.7193,8.7815,76.96,73,75,12.66
562,Zvishavane,ZW,2022-08-06 16:42:03,-20.3267,30.0665,69.39,28,0,5.03
563,Grodkow,PL,2022-08-06 16:42:03,50.6984,17.3845,66.94,40,71,8.52
564,Beira,MZ,2022-08-06 16:42:04,-19.8436,34.8389,68.09,88,0,6.91
565,Gravatai,BR,2022-08-06 16:42:04,-29.9444,-50.9919,61.47,53,0,13.8
566,Nizhniy Kuranakh,RU,2022-08-06 16:42:04,58.8353,125.4869,50.2,97,100,7.54
567,Tahe,CN,2022-08-06 16:42:05,52.3333,124.7333,58.05,72,96,1.81
568,Cuamba,MZ,2022-08-06 16:42:05,-14.8031,36.5372,72.57,30,0,5.84
569,Hualmay,PE,2022-08-06 16:42:05,-11.0964,-77.6139,65.91,72,91,11.03
570,Nyagan,RU,2022-08-06 16:42:06,62.1406,65.3936,67.96,61,95,2.91
571,Najran,SA,2022-08-06 16:42:06,17.4924,44.1277,90.25,30,99,5.66
572,Santa Ines,BR,2022-08-06 16:42:06,-3.6667,-45.38,94.87,35,27,6.06
573,Taunsa,PK,2022-08-06 16:42:07,30.7048,70.6505,92.91,51,94,7.96
574,Sandwick,GB,2022-08-06 16:42:07,60.0,-1.25,53.42,100,100,16.11
575,Awbari,LY,2022-08-06 16:42:07,26.5921,12.7805,100.54,12,0,12.66
576,Maun,BW,2022-08-06 16:42:08,-19.9833,23.4167,84.16,23,0,2.3
577,Thurso,GB,2022-08-06 16:42:08,58.5927,-3.5259,57.45,87,100,18.39
